"steamId","lives","time"
1030300,746,1757879046
1030300,747,1757879173
1030300,748,1757879246
1030300,749,1757879432
1030300,750,1757879557
1030300,751,1757879708
1030300,752,1757879838
1030300,753,1757879997
1030300,754,1757880171
1030300,755,1757880305
1030300,756,1757880455
1030300,757,1757880702
1030300,758,1757880790
1030300,759,1757880916
1030300,760,1757881013
1672970,43,1757889626
1672970,44,1757889678
1672970,45,1757889721
1672970,46,1757893130
1672970,47,1757893197
1672970,48,1757893302
1672970,49,1757893304
1672970,50,1757893352
1672970,51,1757893353
1672970,52,1757893520
1672970,53,1757893521
1672970,54,1757893696
1672970,55,1757893697
1672970,56,1757893709
1672970,57,1757893797
1672970,58,1757893993
1672970,59,1757894003
1672970,60,1757894004
1672970,61,1757894511
1672970,62,1757894646
1030300,761,1757898506
1030300,762,1757899130
1030300,763,1757899209
1030300,764,1757899261
1030300,765,1757899316
1030300,766,1757899367
1030300,767,1757899943
1030300,768,1757900012
1030300,769,1757902199
1030300,770,1757956816
1030300,771,1757957444
1030300,772,1757958422
1030300,773,1757958735
1030300,774,1757960361
1030300,775,1757960720
1030300,776,1757960768
1030300,777,1757960833
1030300,778,1757960860
1030300,779,1757960893
1030300,780,1757960978
1030300,781,1757961017
1030300,782,1757961074
1030300,783,1757961110
1030300,784,1757961151
1030300,785,1757961238
1030300,786,1757961274
1030300,787,1757961468
1030300,788,1757961510
1030300,789,1757961620
1030300,790,1757961827
1030300,791,1757962009
1030300,792,1757962041
1030300,793,1757962290
1030300,794,1757962344
1030300,795,1757962497
1030300,796,1757962552
1030300,797,1757962580
1030300,798,1757962864
1030300,799,1757962934
1030300,800,1757962958
1030300,801,1757962997
1030300,802,1757963022
1030300,803,1757963108
1030300,804,1757963165
1030300,805,1757963508
1030300,806,1757963767
1030300,807,1757963841
1030300,808,1757963913
1030300,809,1757963989
1030300,810,1757964225
1030300,811,1757964248
1030300,812,1757964525
1030300,813,1757982645
1030300,814,1757982973
1030300,815,1757983224
1030300,816,1757983378
1030300,817,1757983453
1030300,818,1757983704
1030300,819,1757983959
1030300,820,1757984178
1030300,821,1757984384
1030300,822,1757984572
1030300,823,1757985103
1030300,824,1757985104
1030300,825,1757985395
1030300,826,1757985551
1030300,827,1757985724
1030300,828,1757985894
1030300,829,1757985976
1030300,830,1757986351
1030300,831,1757986460
1030300,832,1757986800
1030300,833,1757987027
1030300,834,1757987260
1030300,835,1757987593
1030300,836,1757987847
1030300,837,1757988169
1030300,838,1758031768
1030300,839,1758032015
1030300,840,1758032076
1030300,841,1758032411
1030300,842,1758032703
1030300,843,1758032776
1030300,844,1758032874
1030300,845,1758033124
1030300,846,1758033328
1030300,847,1758033604
1030300,848,1758033905
1030300,849,1758034340
1030300,850,1758034607
1030300,851,1758034831
1030300,852,1758035101
1030300,853,1758035334
1030300,854,1758036080
1030300,855,1758036342
1030300,856,1758036743
1030300,857,1758036808
1030300,858,1758037126
1030300,859,1758037464
1030300,860,1758037681
1030300,861,1758037998
1030300,862,1758043955
1030300,863,1758044319
1030300,864,1758044525
1030300,865,1758044977
1030300,866,1758045003
1030300,867,1758045271
1030300,868,1758045511
1030300,869,1758046376
1030300,870,1758046501
1030300,871,1758046635
1030300,872,1758046739
1030300,873,1758046846
1030300,874,1758046997
1030300,875,1758047087
1030300,876,1758047206
1030300,877,1758047361
1030300,878,1758047547
1030300,879,1758049174
1030300,880,1758051645
1030300,881,1758052120
1030300,882,1758052879
1030300,883,1758053116
1030300,884,1758053434
1150530,47,1758064014
1150530,48,1758064015
1150530,49,1758064016
1150530,50,1758064017
1030300,885,1758164974
1030300,886,1758165079
1030300,887,1758165354
1030300,888,1758165668
1030300,889,1758165910
1030300,890,1758165962
1030300,891,1758166023
1030300,892,1758166278
1030300,893,1758166483
1030300,894,1758166688
1030300,895,1758166866
1030300,896,1758167812
1030300,897,1758329018
1030300,898,1758329237
1030300,899,1758329420
1030300,900,1758329572
1030300,901,1758331145
1030300,902,1758331533
1214670,353,1758399124
1214670,354,1758399725
1214670,355,1758400045
1214670,356,1758400438
1214670,357,1758405530
1214670,358,1758407582
1214670,359,1758407606
1214670,360,1758408324
1214670,361,1758409220
1214670,362,1758409222
1214670,363,1758410423
1214670,364,1758410424
1214670,365,1758410491
1214670,366,1758470142
1214670,367,1758470143
1214670,368,1758470144
1214670,369,1758470662
1214670,370,1758470662
1214670,371,1758471287
1214670,372,1758471289
1214670,373,1758472318
1214670,374,1758472320
1214670,375,1758472321
1214670,376,1758473873
1214670,377,1758473875
1214670,378,1758474245
1214670,379,1758474247
1214670,380,1758474249
1214670,381,1758474266
1214670,382,1758474267
1214670,383,1758474269
1214670,384,1758474710
1214670,385,1758474712
311690,280,1758490982
1030300,903,1758491819
1030300,904,1758492082
1030300,905,1758492130
1030300,906,1758492434
1030300,907,1758494782
1030300,908,1758578154
1030300,909,1758597072
1030300,910,1758597294
1030300,911,1758597776
1030300,912,1758597971
1030300,913,1758598258
1030300,914,1758598490
1030300,915,1758599338
1030300,916,1758599459
1030300,917,1758643696
1030300,918,1758643943
1030300,919,1758644131
1030300,920,1758644240
1030300,921,1758644326
1030300,922,1758644638
1030300,923,1758644883
1030300,924,1758645115
1030300,925,1758645495
1030300,926,1758647305
1030300,927,1758647794
1030300,928,1758647971
1030300,929,1758648489
1030300,930,1758648796
1030300,931,1758649399
1030300,932,1758649553
1030300,933,1758650005
1030300,934,1758650429
1030300,935,1758650618
1030300,936,1758650918
1030300,937,1758651080
1030300,938,1758651242
1030300,939,1758651363
1030300,940,1758651502
1030300,941,1758668726
1030300,942,1758668924
1030300,943,1758669380
1030300,944,1758669620
1030300,945,1758670174
1030300,946,1758671530
1030300,947,1758737199
1030300,948,1758739658
1030300,949,1758741519
1030300,950,1758742103
311690,281,1758751883
311690,282,1758753023
311690,283,1758753025
1030300,951,1758911635
1030300,952,1758911892
1030300,953,1758912040
1030300,954,1758912265
1030300,955,1758912431
1030300,956,1758913061
1030300,957,1758913066
1030300,958,1758913161
1030300,959,1758913200
1030300,960,1758915005
1030300,961,1758915224
1030300,962,1759111202
1030300,963,1759111206
1030300,964,1759111841
1030300,965,1759112005
1030300,966,1759112065
1030300,967,1759112207
1030300,968,1759112305
1030300,969,1759112487
1030300,970,1759112751
1030300,971,1759113270
1030300,972,1759113528
1030300,973,1759113615
1030300,974,1759113878
1030300,975,1759114012
1030300,976,1759155361
1030300,977,1759156152
1030300,978,1759156338
1030300,979,1759156455
1030300,980,1759156532
1030300,981,1759156601
1030300,982,1759156716
1030300,983,1759156761
1030300,984,1759156909
1030300,985,1759157838
1030300,986,1759158076
1030300,987,1759158435
1030300,988,1759158755
1030300,989,1759158980
1030300,990,1759159034
1030300,991,1759159078
1030300,992,1759159287
1030300,993,1759159438
1030300,994,1759159567
1030300,995,1759159885
1030300,996,1759159965
1030300,997,1759160037
1030300,998,1759160231
1030300,999,1759160355
1030300,1000,1759160493
1030300,1001,1759161550
1030300,1002,1759161856
1030300,1003,1759162223
1030300,1004,1759162375
1030300,1005,1759162505
1030300,1006,1759162638
1030300,1007,1759162738
1030300,1008,1759162828
1030300,1009,1759163023
1030300,1010,1759163375
1030300,1011,1759163624
1030300,1012,1759163810
1030300,1013,1759163993
1030300,1014,1759164132
1030300,1015,1759164227
1030300,1016,1759164314
1030300,1017,1759164395
1030300,1018,1759164465
1030300,1019,1759164640
1030300,1020,1759164802
1030300,1021,1759165147
1030300,1022,1759165270
1030300,1023,1759165401
1030300,1024,1759165671
1030300,1025,1759165791
1030300,1026,1759165850
1030300,1027,1759166027
1030300,1028,1759166169
1030300,1029,1759166258
1030300,1030,1759166530
1030300,1031,1759166618
1030300,1032,1759169940
1030300,1033,1759170074
1030300,1034,1759170257
1030300,1035,1759170553
1030300,1036,1759170760
1030300,1037,1759170825
1030300,1038,1759171000
1030300,1039,1759171102
1030300,1040,1759171173
1030300,1041,1759171296
1030300,1042,1759171479
1030300,1043,1759171546
1030300,1044,1759171610
1030300,1045,1759171860
1030300,1046,1759172033
1030300,1047,1759172156
1030300,1048,1759172344
1030300,1049,1759172667
1030300,1050,1759173018
1030300,1051,1759173130
1030300,1052,1759173200
1030300,1053,1759173355
1030300,1054,1759173516
1030300,1055,1759173691
1030300,1056,1759173915
1030300,1057,1759174056
1030300,1058,1759174181
1030300,1059,1759176465
1030300,1060,1759176554
1030300,1061,1759176851
1030300,1062,1759177016
1030300,1063,1759177064
1030300,1064,1759177160
1030300,1065,1759177399
1030300,1066,1759177712
1030300,1067,1759177828
1030300,1068,1759178382
1030300,1069,1759184236
1030300,1070,1759184607
1030300,1071,1759184815
1030300,1072,1759184894
1030300,1073,1759185019
1030300,1074,1759185648
1030300,1075,1759186029
1030300,1076,1759186106
1030300,1077,1759186473
1030300,1078,1759186531
1030300,1079,1759186593
1030300,1080,1759186644
1030300,1081,1759186978
1030300,1082,1759187053
1030300,1083,1759187237
1030300,1084,1759187396
1030300,1085,1759187550
1030300,1086,1759187823
1030300,1087,1759187880
1030300,1088,1759187982
1030300,1089,1759188112
1030300,1090,1759188159
1030300,1091,1759188302
1030300,1092,1759188392
1030300,1093,1759188525
1030300,1094,1759188834
1030300,1095,1759189041
1030300,1096,1759189126
1030300,1097,1759189432
1030300,1098,1759189511
1030300,1099,1759189636
1030300,1100,1759189740
1030300,1101,1759189937
1030300,1102,1759189988
1030300,1103,1759190252
1030300,1104,1759190342
1030300,1105,1759190510
1030300,1106,1759190814
1030300,1107,1759190932
1030300,1108,1759191262
1030300,1109,1759191333
1030300,1110,1759191443
1030300,1111,1759191484
1030300,1112,1759193624
1030300,1113,1759193748
1030300,1114,1759193879
1030300,1115,1759193999
1030300,1116,1759194159
1030300,1117,1759194260
1030300,1118,1759194579
1030300,1119,1759194892
1030300,1120,1759195081
1030300,1121,1759195172
1030300,1122,1759195368
1030300,1123,1759195501
1030300,1124,1759195610
1030300,1125,1759195890
1030300,1126,1759196067
1030300,1127,1759196209
1030300,1128,1759196474
1030300,1129,1759196507
1030300,1130,1759198076
1030300,1131,1759198428
1030300,1132,1759201376
1030300,1133,1759202119
1030300,1134,1759204105
